candidate_id,finding_count,split_decision
VF-12-rangamani-r01-017,5,split
VF-12-rangamani-r01-018,1,single
VF-12-rangamani-r01-019,2,split
VF-12-rangamani-r01-020,9,split
VF-12-rangamani-r01-021,1,single
VF-12-rangamani-r02-001,24,split
VF-12-rangamani-r02-002,4,split
VF-12-rangamani-r02-003,9,split
VF-12-rangamani-r02-004,1,single
VF-12-rangamani-r02-005,7,split
VF-12-rangamani-r02-006,8,split
VF-12-rangamani-r02-007,25,split
VF-12-rangamani-r02-008,2,split
VF-12-rangamani-r02-009,3,split
VF-12-rangamani-r02-010,3,split
VF-12-rangamani-r02-011,2,split
VF-12-rangamani-r02-012,3,split
VF-12-rangamani-r02-013,7,split
VF-12-rangamani-r02-014,3,split
VF-12-rangamani-r02-015,10,split
VF-12-rangamani-r02-016,8,split
VF-12-rangamani-r02-017,17,split
VF-12-rangamani-r02-018,9,split
VF-12-rangamani-r02-019,17,split
VF-12-rangamani-r02-020,3,split
VF-12-rangamani-r02-021,2,split
VF-12-rangamani-r02-022,4,split
VF-12-rangamani-r02-023,4,split
VF-12-rangamani-r03-001,4,split
VF-12-rangamani-r03-002,11,split
VF-12-rangamani-r03-003,8,split
VF-12-rangamani-r03-004,12,split
VF-12-rangamani-r03-005,9,split
VF-12-rangamani-r03-006,4,split
VF-12-rangamani-r03-007,9,split
VF-12-rangamani-r03-008,11,split
VF-12-rangamani-r03-009,5,split
VF-12-rangamani-r03-010,5,split
VF-13-usatyuk-r01-001,1,single
VF-13-usatyuk-r01-002,10,split
VF-13-usatyuk-r01-003,10,split
VF-13-usatyuk-r01-004,1,single
VF-13-usatyuk-r01-005,1,single
VF-13-usatyuk-r01-006,1,single
VF-13-usatyuk-r01-007,1,single
VF-13-usatyuk-r01-008,1,single
VF-13-usatyuk-r01-009,1,single
VF-13-usatyuk-r01-010,1,single
VF-13-usatyuk-r01-011,1,single
VF-13-usatyuk-r01-012,1,single
VF-13-usatyuk-r01-013,1,single
VF-13-usatyuk-r01-014,1,single
VF-13-usatyuk-r01-015,1,single
VF-13-usatyuk-r01-016,1,single
VF-13-usatyuk-r01-017,1,single
VF-13-usatyuk-r01-018,1,single
VF-13-usatyuk-r01-019,1,single
VF-13-usatyuk-r01-020,1,single
VF-13-usatyuk-r01-021,1,single
VF-13-usatyuk-r02-001,22,split
VF-13-usatyuk-r02-002,1,single
VF-13-usatyuk-r02-003,22,split
VF-13-usatyuk-r02-004,12,split
VF-13-usatyuk-r02-005,1,single
VF-13-usatyuk-r02-006,7,split
VF-13-usatyuk-r02-007,4,split
VF-13-usatyuk-r02-008,11,split
VF-13-usatyuk-r02-009,11,split
VF-13-usatyuk-r02-010,12,split
VF-13-usatyuk-r02-011,11,split
VF-13-usatyuk-r03-001,8,split
VF-13-usatyuk-r03-002,7,split
VF-13-usatyuk-r03-003,5,split
VF-13-usatyuk-r03-004,3,split
VF-13-usatyuk-r03-005,5,split
VF-13-usatyuk-r03-006,1,single
VF-13-usatyuk-r03-007,7,split
VF-13-usatyuk-r03-008,4,split
VF-13-usatyuk-r03-009,3,split
VF-13-usatyuk-r03-010,3,split
VF-13-usatyuk-r03-011,1,single
VF-13-usatyuk-r03-012,1,single
VF-13-usatyuk-r03-013,9,split
VF-13-usatyuk-r03-014,3,split
VF-13-usatyuk-r03-015,30,split
VF-13-usatyuk-r03-016,7,split
VF-13-usatyuk-r03-017,4,split
VF-13-usatyuk-r03-018,6,split
VF-13-usatyuk-r03-019,23,split
VF-13-usatyuk-r03-020,3,split
VF-13-usatyuk-r03-021,1,single
VF-13-usatyuk-r03-022,18,split
VF-13-usatyuk-r03-023,4,split
VF-13-usatyuk-r03-024,21,split
VF-13-usatyuk-r03-025,16,split
VF-13-usatyuk-r03-026,2,split
VF-14-bao-r01-001,6,split
VF-14-bao-r01-002,7,split
VF-14-bao-r01-003,4,split
VF-14-bao-r01-004,5,split
VF-14-bao-r01-005,5,split
VF-14-bao-r01-006,6,split
VF-14-bao-r01-007,4,split
VF-14-bao-r01-008,4,split
VF-14-bao-r01-009,5,split
VF-14-bao-r01-010,3,split
VF-14-bao-r01-011,3,split
VF-14-bao-r01-012,4,split
VF-14-bao-r01-013,3,split
VF-14-bao-r01-014,6,split
VF-14-bao-r01-015,3,split
VF-14-bao-r01-016,4,split
VF-14-bao-r01-017,3,split
VF-14-bao-r01-018,6,split
VF-14-bao-r01-019,1,single
VF-14-bao-r02-001,28,split
VF-14-bao-r02-002,17,split
VF-14-bao-r02-003,27,split
VF-14-bao-r02-004,5,split
VF-14-bao-r02-005,9,split
VF-14-bao-r02-006,12,split
VF-14-bao-r02-007,9,split
VF-14-bao-r02-008,5,split
VF-14-bao-r02-009,5,split
VF-14-bao-r03-001,4,split
VF-14-bao-r03-002,10,split
VF-14-bao-r03-003,3,split
VF-14-bao-r03-004,3,split
VF-14-bao-r03-005,3,split
VF-14-bao-r03-006,6,split
VF-14-bao-r03-007,10,split
VF-14-bao-r03-008,10,split
VF-14-bao-r03-009,20,split
VF-14-bao-r03-010,3,split
VF-14-bao-r03-011,15,split
VF-14-bao-r03-012,1,single
VF-15-rath-r01-001,1,single
VF-15-rath-r01-002,4,split
VF-15-rath-r01-003,5,split
VF-15-rath-r01-004,6,split
VF-15-rath-r01-005,14,split
VF-15-rath-r01-006,8,split
VF-15-rath-r01-007,38,split
VF-15-rath-r01-008,5,split
VF-15-rath-r01-009,1,single
VF-15-rath-r02-001,1,single
VF-15-rath-r02-002,9,split
VF-15-rath-r02-003,1,single
VF-15-rath-r02-004,1,single
VF-15-rath-r02-005,5,split
VF-15-rath-r02-006,1,single
VF-15-rath-r02-007,1,single
VF-15-rath-r02-008,1,single
VF-15-rath-r02-009,1,single
VF-15-rath-r02-010,1,single
VF-15-rath-r02-011,1,single
VF-15-rath-r03-001,3,split
VF-15-rath-r03-002,5,split
VF-15-rath-r03-003,29,split
VF-15-rath-r03-004,1,single
VF-15-rath-r03-005,1,single
VF-15-rath-r03-006,1,single
VF-15-rath-r03-007,1,single
VF-15-rath-r03-008,1,single
VF-15-rath-r03-009,1,single
VF-15-rath-r03-010,3,split
VF-15-rath-r03-011,1,single
VF-15-rath-r03-012,1,single
VF-15-rath-r03-013,1,single
VF-16-collier-r01-001,6,split
VF-16-collier-r01-002,1,single
VF-16-collier-r01-003,1,single
VF-16-collier-r01-004,5,split
VF-16-collier-r01-005,3,split
VF-16-collier-r01-006,7,split
VF-16-collier-r01-007,4,split
VF-16-collier-r01-008,6,split
VF-16-collier-r01-009,3,split
VF-16-collier-r01-010,2,split
VF-16-collier-r01-011,1,single
VF-16-collier-r01-012,1,single
VF-16-collier-r01-013,1,single
VF-16-collier-r01-014,5,split
VF-16-collier-r01-015,1,single
VF-16-collier-r01-016,1,single
VF-16-collier-r01-017,1,single
VF-16-collier-r01-018,1,single
VF-16-collier-r01-019,1,single
VF-16-collier-r01-020,1,single
VF-16-collier-r01-021,27,split
VF-16-collier-r01-022,4,split
VF-16-collier-r01-023,2,split
VF-16-collier-r01-024,4,split
VF-16-collier-r01-025,4,split
VF-16-collier-r01-026,4,split
VF-16-collier-r01-027,3,split
VF-16-collier-r01-028,3,split
VF-16-collier-r01-029,23,split
VF-16-collier-r01-030,6,split
VF-16-collier-r01-031,1,single
VF-16-collier-r01-032,5,split
VF-16-collier-r01-033,2,split
VF-16-collier-r01-034,1,single
VF-16-collier-r01-035,5,split
VF-16-collier-r01-036,3,split
VF-16-collier-r02-001,11,split
VF-16-collier-r02-002,28,split
VF-16-collier-r02-003,35,split
VF-16-collier-r02-004,8,split
VF-16-collier-r02-005,41,split
VF-16-collier-r02-006,38,split
VF-16-collier-r02-007,6,split
VF-16-collier-r02-008,11,split
VF-16-collier-r02-009,7,split
VF-16-collier-r02-010,4,split
VF-16-collier-r02-011,19,split
VF-16-collier-r02-012,24,split
VF-16-collier-r02-013,31,split
VF-16-collier-r02-014,9,split
VF-16-collier-r02-015,11,split
VF-16-collier-r02-016,8,split
VF-16-collier-r03-001,11,split
VF-16-collier-r03-002,13,split
VF-16-collier-r03-003,1,single
VF-16-collier-r03-004,1,single
VF-16-collier-r03-005,4,split
VF-16-collier-r03-006,5,split
VF-16-collier-r03-007,3,split
VF-16-collier-r03-008,1,single
VF-16-collier-r03-009,1,single
VF-16-collier-r03-010,1,single
VF-16-collier-r03-011,1,single
VF-16-collier-r03-012,1,single
VF-16-collier-r03-013,1,single
VF-16-collier-r03-014,1,single
VF-16-collier-r03-015,3,split
VF-16-collier-r03-016,1,single
VF-16-collier-r03-017,3,split
VF-16-collier-r03-018,1,single
VF-16-collier-r03-019,1,single
VF-16-collier-r03-020,1,single
VF-16-collier-r03-021,1,single
VF-16-collier-r03-022,1,single
VF-16-collier-r03-023,1,single
VF-16-collier-r03-024,3,split
VF-16-collier-r03-025,1,single
VF-16-collier-r03-026,1,single
VF-16-collier-r03-027,1,single
VF-16-collier-r03-028,1,single
VF-16-collier-r03-029,1,single
VF-16-collier-r03-030,1,single
VF-16-collier-r03-031,3,split
VF-16-collier-r03-032,3,split
VF-16-collier-r03-033,1,single
VF-16-collier-r03-034,1,single
VF-16-collier-r03-035,1,single
VF-16-collier-r03-036,1,single
VF-16-collier-r03-037,1,single
VF-16-collier-r03-038,1,single
VF-16-collier-r03-039,6,split
VF-16-collier-r03-040,1,single
VF-17-antonini-r01-001,22,split
VF-17-antonini-r01-002,7,split
VF-17-antonini-r01-003,8,split
VF-17-antonini-r01-004,9,split
VF-17-antonini-r01-005,8,split
VF-17-antonini-r01-006,5,split
VF-17-antonini-r01-007,1,single
VF-17-antonini-r01-008,3,split
VF-17-antonini-r01-009,4,split
VF-17-antonini-r01-010,4,split
VF-17-antonini-r01-011,5,split
VF-17-antonini-r01-012,8,split
VF-17-antonini-r01-013,5,split
VF-17-antonini-r01-014,10,split
VF-17-antonini-r01-015,5,split
VF-17-antonini-r01-016,4,split
VF-17-antonini-r01-017,9,split
VF-17-antonini-r01-018,5,split
VF-17-antonini-r01-019,5,split
VF-17-antonini-r01-020,10,split
VF-17-antonini-r01-021,4,split
VF-17-antonini-r01-022,6,split
VF-17-antonini-r01-023,8,split
VF-17-antonini-r01-024,5,split
VF-17-antonini-r01-025,1,single
VF-17-antonini-r01-026,8,split
VF-17-antonini-r01-027,6,split
VF-17-antonini-r01-028,5,split
VF-17-antonini-r01-029,8,split
VF-17-antonini-r01-030,6,split
VF-17-antonini-r01-031,5,split
VF-17-antonini-r01-032,3,split
VF-17-antonini-r01-033,3,split
VF-17-antonini-r01-034,7,split
VF-17-antonini-r01-035,4,split
VF-17-antonini-r01-036,6,split
VF-17-antonini-r01-037,1,single
VF-17-antonini-r01-038,1,single
VF-17-antonini-r01-039,1,single
VF-17-antonini-r01-040,1,single
VF-17-antonini-r01-041,1,single
VF-17-antonini-r02-001,14,split
VF-17-antonini-r02-002,9,split
VF-17-antonini-r02-003,5,split
VF-17-antonini-r02-004,5,split
VF-17-antonini-r02-005,3,split
VF-17-antonini-r02-006,49,split
VF-17-antonini-r02-007,5,split
VF-17-antonini-r02-008,3,split
VF-17-antonini-r02-009,7,split
VF-17-antonini-r02-010,7,split
VF-17-antonini-r03-001,1,single
VF-17-antonini-r03-002,1,single
VF-17-antonini-r03-003,1,single
VF-17-antonini-r03-004,1,single
VF-17-antonini-r03-005,1,single
VF-17-antonini-r03-006,1,single
VF-17-antonini-r03-007,1,single
VF-17-antonini-r03-008,1,single
VF-17-antonini-r03-009,1,single
VF-17-antonini-r03-010,1,single
VF-17-antonini-r03-011,1,single
VF-17-antonini-r03-012,1,single
VF-17-antonini-r03-013,1,single
VF-17-antonini-r03-014,1,single
VF-17-antonini-r03-015,1,single
VF-17-antonini-r03-016,1,single
VF-17-antonini-r03-017,36,split
VF-17-antonini-r03-018,1,single
VF-17-antonini-r03-019,1,single
VF-17-antonini-r03-020,1,single
VF-17-antonini-r03-021,1,single
VF-17-antonini-r03-022,1,single
VF-17-antonini-r03-023,1,single
VF-17-antonini-r03-024,22,split
VF-17-antonini-r03-025,1,single
VF-17-antonini-r03-026,1,single
VF-17-antonini-r03-027,22,split
VF-17-antonini-r03-028,1,single
VF-17-antonini-r03-029,1,single
VF-17-antonini-r03-030,1,single
VF-17-antonini-r03-031,4,split
VF-17-antonini-r03-032,1,single
VF-18-he-r01-001,11,split
VF-18-he-r01-002,27,split
VF-18-he-r01-003,17,split
VF-18-he-r01-004,20,split
VF-18-he-r01-005,5,split
VF-18-he-r01-006,15,split
VF-18-he-r01-007,4,split
VF-18-he-r01-008,16,split
VF-18-he-r01-009,30,split
VF-18-he-r01-010,31,split
VF-18-he-r01-011,18,split
VF-18-he-r01-012,1,single
VF-18-he-r01-013,1,single
VF-18-he-r01-014,3,split
VF-18-he-r02-001,7,split
VF-18-he-r02-002,8,split
VF-18-he-r02-003,7,split
VF-18-he-r02-004,22,split
VF-18-he-r02-005,1,single
VF-18-he-r02-006,15,split
VF-18-he-r02-007,14,split
VF-18-he-r02-008,8,split
VF-18-he-r02-009,1,single
VF-18-he-r02-010,1,single
VF-18-he-r02-011,1,single
VF-18-he-r02-012,1,single
VF-18-he-r02-013,4,split
VF-18-he-r02-014,1,single
VF-18-he-r02-015,1,single
VF-18-he-r02-016,1,single
VF-18-he-r02-017,1,single
VF-18-he-r02-018,1,single
VF-18-he-r02-019,1,single
VF-18-he-r02-020,1,single
VF-18-he-r02-021,1,single
VF-18-he-r02-022,1,single
VF-18-he-r02-023,1,single
VF-18-he-r02-024,1,single
VF-18-he-r02-025,1,single
VF-18-he-r02-026,1,single
VF-18-he-r02-027,1,single
VF-18-he-r02-028,1,single
VF-18-he-r02-029,1,single
VF-18-he-r02-030,1,single
VF-18-he-r02-031,12,split
VF-18-he-r03-001,3,split
VF-18-he-r03-002,1,single
VF-18-he-r03-003,1,single
VF-18-he-r03-004,3,split
VF-18-he-r03-005,1,single
VF-18-he-r03-006,1,single
VF-18-he-r03-007,1,single
VF-18-he-r03-008,1,single
VF-18-he-r03-009,1,single
VF-18-he-r03-010,1,single
VF-18-he-r03-011,1,single
VF-18-he-r03-012,1,single
VF-18-he-r03-013,1,single
VF-18-he-r03-014,1,single
VF-18-he-r03-015,1,single
VF-18-he-r03-016,1,single
VF-18-he-r03-017,1,single
VF-18-he-r03-018,5,split
VF-18-he-r03-019,5,split
VF-18-he-r03-020,2,split
VF-18-he-r03-021,5,split
VF-18-he-r03-022,23,split
VF-18-he-r03-023,1,single
VF-18-he-r03-024,1,single
VF-18-he-r03-025,1,single
VF-18-he-r03-026,23,split
VF-18-he-r03-027,1,single
VF-18-he-r03-028,1,single
VF-18-he-r03-029,1,single
VF-18-he-r03-030,1,single
VF-18-he-r03-031,29,split
VF-18-he-r03-032,1,single
VF-18-he-r03-033,1,single
VF-18-he-r03-034,1,single
VF-18-he-r03-035,1,single
VF-18-he-r03-036,1,single
VF-18-he-r03-037,1,single
VF-18-he-r03-038,1,single
VF-18-he-r03-039,1,single
VF-18-he-r03-040,1,single
VF-19-hartman-r01-001,15,split
VF-19-hartman-r01-002,4,split
VF-19-hartman-r01-003,7,split
VF-19-hartman-r01-004,3,split
VF-19-hartman-r01-005,4,split
VF-19-hartman-r01-006,7,split
VF-19-hartman-r01-007,10,split
VF-19-hartman-r01-008,7,split
VF-19-hartman-r01-009,8,split
VF-19-hartman-r01-010,5,split
VF-19-hartman-r01-011,8,split
VF-19-hartman-r01-012,4,split
VF-19-hartman-r01-013,7,split
VF-19-hartman-r01-014,5,split
VF-19-hartman-r01-015,5,split
VF-19-hartman-r01-016,1,single
VF-19-hartman-r01-017,6,split
VF-19-hartman-r01-018,8,split
VF-19-hartman-r01-019,8,split
VF-19-hartman-r02-001,1,single
VF-19-hartman-r02-002,8,split
VF-19-hartman-r02-003,1,single
VF-19-hartman-r02-004,1,single
VF-19-hartman-r02-005,1,single
VF-19-hartman-r02-006,1,single
VF-19-hartman-r02-007,1,single
VF-19-hartman-r02-008,1,single
VF-19-hartman-r02-009,1,single
VF-19-hartman-r02-010,1,single
VF-19-hartman-r02-011,1,single
VF-19-hartman-r02-012,6,split
VF-19-hartman-r02-013,1,single
VF-19-hartman-r02-014,1,single
VF-19-hartman-r02-015,1,single
VF-19-hartman-r03-001,27,split
VF-19-hartman-r03-002,3,split
VF-19-hartman-r03-003,13,split
VF-19-hartman-r03-004,15,split
VF-19-hartman-r03-005,5,split
VF-19-hartman-r03-006,10,split
VF-19-hartman-r03-007,12,split
VF-19-hartman-r03-008,3,split
VF-19-hartman-r03-009,11,split
VF-19-hartman-r03-010,3,split
VF-20-hubeny-r01-001,6,split
VF-20-hubeny-r01-002,10,split
VF-20-hubeny-r01-003,1,single
VF-20-hubeny-r01-004,10,split
VF-20-hubeny-r01-005,40,split
VF-20-hubeny-r01-006,1,single
VF-20-hubeny-r01-007,1,single
VF-20-hubeny-r01-008,1,single
VF-20-hubeny-r01-009,1,single
VF-20-hubeny-r01-010,1,single
VF-20-hubeny-r01-011,1,single
VF-20-hubeny-r01-012,1,single
VF-20-hubeny-r01-013,1,single
VF-20-hubeny-r01-014,1,single
VF-20-hubeny-r01-015,1,single
VF-20-hubeny-r01-016,1,single
VF-20-hubeny-r01-017,1,single
VF-20-hubeny-r01-018,1,single
VF-20-hubeny-r01-019,1,single
VF-20-hubeny-r01-020,1,single
VF-20-hubeny-r01-021,1,single
VF-20-hubeny-r01-022,1,single
VF-20-hubeny-r01-023,1,single
VF-20-hubeny-r01-024,1,single
VF-20-hubeny-r01-025,1,single
VF-20-hubeny-r01-026,1,single
VF-20-hubeny-r01-027,1,single
VF-20-hubeny-r01-028,5,split
VF-20-hubeny-r02-001,3,split
VF-20-hubeny-r02-002,5,split
VF-20-hubeny-r02-003,25,split
VF-20-hubeny-r02-004,5,split
VF-20-hubeny-r02-005,2,split
VF-20-hubeny-r02-006,1,single
VF-20-hubeny-r02-007,1,single
VF-20-hubeny-r02-008,1,single
VF-20-hubeny-r02-009,1,single
VF-20-hubeny-r02-010,4,split
VF-20-hubeny-r02-011,1,single
VF-20-hubeny-r02-012,1,single
VF-20-hubeny-r02-013,1,single
VF-20-hubeny-r02-014,1,single
VF-20-hubeny-r02-015,1,single
VF-20-hubeny-r02-016,1,single
VF-20-hubeny-r02-017,1,single
VF-20-hubeny-r02-018,1,single
VF-20-hubeny-r02-019,1,single
VF-20-hubeny-r02-020,1,single
VF-20-hubeny-r02-021,1,single
VF-20-hubeny-r02-022,1,single
VF-20-hubeny-r02-023,1,single
VF-20-hubeny-r02-024,1,single
VF-20-hubeny-r02-025,1,single
VF-20-hubeny-r02-026,1,single
VF-20-hubeny-r02-027,5,split
VF-20-hubeny-r03-001,21,split
VF-20-hubeny-r03-002,8,split
VF-20-hubeny-r03-003,5,split
VF-20-hubeny-r03-004,6,split
VF-20-hubeny-r03-005,1,single
VF-20-hubeny-r03-006,1,single
VF-20-hubeny-r03-007,3,split
VF-20-hubeny-r03-008,7,split
VF-20-hubeny-r03-009,6,split
VF-20-hubeny-r03-010,16,split
VF-20-hubeny-r03-011,3,split
VF-20-hubeny-r03-012,8,split
VF-20-hubeny-r03-013,12,split
VF-20-hubeny-r03-014,7,split
VF-20-hubeny-r03-015,9,split
VF-20-hubeny-r03-016,3,split
VF-20-hubeny-r03-017,12,split
VF-20-hubeny-r03-018,11,split
VF-20-hubeny-r03-019,8,split
VF-20-hubeny-r03-020,13,split
VF-20-hubeny-r03-021,18,split
VF-20-hubeny-r03-022,10,split
VF-21-weng-r01-001,7,split
VF-21-weng-r01-002,6,split
VF-21-weng-r01-003,14,split
VF-21-weng-r01-004,14,split
VF-21-weng-r01-005,3,split
VF-21-weng-r01-006,4,split
VF-21-weng-r01-007,4,split
VF-21-weng-r01-008,8,split
VF-21-weng-r01-009,6,split
VF-21-weng-r01-010,9,split
VF-21-weng-r01-011,1,single
VF-21-weng-r01-012,3,split
VF-21-weng-r02-001,3,split
VF-21-weng-r02-002,3,split
VF-21-weng-r02-003,1,single
VF-21-weng-r02-004,1,single
VF-21-weng-r02-005,1,single
VF-21-weng-r02-006,1,single
VF-21-weng-r02-007,1,single
VF-21-weng-r02-008,1,single
VF-21-weng-r02-009,1,single
VF-21-weng-r02-010,1,single
VF-21-weng-r02-011,1,single
VF-21-weng-r02-012,1,single
VF-21-weng-r02-013,1,single
VF-21-weng-r02-014,1,single
VF-21-weng-r02-015,1,single
VF-21-weng-r02-016,1,single
VF-21-weng-r02-017,8,split
VF-21-weng-r02-018,18,split
VF-21-weng-r02-019,6,split
VF-21-weng-r02-020,4,split
VF-21-weng-r02-021,8,split
VF-21-weng-r02-022,7,split
VF-21-weng-r02-023,3,split
VF-21-weng-r02-024,4,split
VF-21-weng-r02-025,1,single
VF-21-weng-r02-026,1,single
VF-21-weng-r02-027,1,single
VF-21-weng-r02-028,1,single
VF-21-weng-r02-029,1,single
VF-21-weng-r02-030,1,single
VF-21-weng-r02-031,1,single
VF-21-weng-r02-032,4,split
VF-21-weng-r02-033,1,single
VF-21-weng-r02-034,1,single
VF-21-weng-r02-035,1,single
VF-21-weng-r02-036,1,single
VF-21-weng-r02-037,7,split
VF-21-weng-r02-038,8,split
VF-21-weng-r02-039,3,split
VF-21-weng-r02-040,3,split
VF-21-weng-r02-041,6,split
VF-21-weng-r02-042,3,split
VF-21-weng-r02-043,9,split
VF-21-weng-r02-044,3,split
VF-21-weng-r02-045,1,single
VF-21-weng-r02-046,1,single
VF-21-weng-r03-001,6,split
VF-21-weng-r03-002,1,single
VF-21-weng-r03-003,1,single
VF-21-weng-r03-004,4,split
VF-21-weng-r03-005,5,split
VF-21-weng-r03-006,1,single
VF-21-weng-r03-007,4,split
VF-21-weng-r03-008,4,split
VF-21-weng-r03-009,7,split
VF-21-weng-r03-010,4,split
VF-21-weng-r03-011,6,split
VF-21-weng-r03-012,5,split
VF-21-weng-r03-013,5,split
VF-21-weng-r03-014,3,split
VF-21-weng-r03-015,7,split
VF-21-weng-r03-016,3,split
VF-21-weng-r03-017,4,split
VF-21-weng-r03-018,9,split
VF-21-weng-r03-019,1,single
VF-21-weng-r03-020,1,single
VF-21-weng-r03-021,13,split
VF-21-weng-r03-022,3,split
VF-21-weng-r03-023,5,split
VF-21-weng-r03-024,1,single
VF-21-weng-r03-025,4,split
VF-21-weng-r03-026,4,split
VF-21-weng-r03-027,16,split
VF-21-weng-r03-028,11,split
VF-21-weng-r03-029,1,single
VF-21-weng-r03-030,5,split
VF-21-weng-r03-031,1,single
VF-21-weng-r03-032,1,single
VF-21-weng-r03-033,5,split
VF-21-weng-r03-034,1,single
VF-21-weng-r03-035,1,single
VF-21-weng-r03-036,2,split
VF-22-yang-r01-001,4,split
VF-22-yang-r01-002,5,split
VF-22-yang-r01-003,10,split
VF-22-yang-r01-004,7,split
VF-22-yang-r01-005,11,split
VF-22-yang-r01-006,10,split
VF-22-yang-r01-007,9,split
VF-22-yang-r01-008,8,split
VF-22-yang-r01-009,1,single
VF-22-yang-r01-010,3,split
VF-22-yang-r01-011,1,single
VF-22-yang-r02-001,1,single
VF-22-yang-r02-002,1,single
VF-22-yang-r02-003,19,split
VF-22-yang-r02-004,1,single
VF-22-yang-r02-005,16,split
VF-22-yang-r02-006,1,single
VF-22-yang-r02-007,1,single
VF-22-yang-r02-008,4,split
VF-22-yang-r02-009,1,single
VF-22-yang-r02-010,1,single
VF-22-yang-r02-011,1,single
VF-22-yang-r02-012,1,single
VF-22-yang-r02-013,1,single
VF-22-yang-r02-014,9,split
VF-22-yang-r02-015,9,split
VF-22-yang-r03-001,1,single
VF-22-yang-r03-002,9,split
VF-22-yang-r03-003,5,split
VF-22-yang-r03-004,14,split
VF-22-yang-r03-005,13,split
VF-22-yang-r03-006,17,split
VF-22-yang-r03-007,5,split
VF-22-yang-r03-008,1,single
VF-22-yang-r03-009,5,split
VF-22-yang-r03-010,4,split
VF-22-yang-r03-011,1,single
VF-22-yang-r03-012,1,single
VF-22-yang-r03-013,1,single
VF-22-yang-r03-014,1,single
VF-22-yang-r03-015,1,single
VF-22-yang-r03-016,1,single
VF-22-yang-r03-017,1,single
VF-22-yang-r03-018,12,split
VF-22-yang-r03-019,3,split
